personid,gender,birthmonth,birthyear,highestgradecompleted,maritalstatus,childathome,childnotathome,wageincome,weeklyhrscomputer,weeklyhrstv,nightlyhrssleep,satverbal,satmath,gpaoverall,gpaenglish,gpamath,gpascience,highestdegree,govprovidejobs,govpricecontrols,weeksworked17
275208,Male,10,1983,11,Married,1,1,30000,10 hours or more a week,21 to 30 hours a week,7,,,268,290,284,272,1. GED,,,42
275210,Male,2,1982,,,,,,,,,,,,,,,0. None,,,
275306,Female,7,1981,16,Never-married,1,0,,None,11 to 20 hours a week,6,,,,,,,3. Associates,,,0
275378,Male,8,1983,18,Married,,,125000,10 hours or more a week,3 to 10 hours a week,7,,,,,,,5. Masters,,,52
275553,Female,9,1982,11,Never-married,0,4,,1 to 3 hours a week,Less than 2 hours per week,8,,,277,248,323,290,1. GED,,,0
275679,Female,6,1980,12,Separated,3,1,55000,10 hours or more a week,3 to 10 hours a week,5,,,,,,,3. Associates,,,49
275732,Male,12,1982,,,,,,,,,,,313,336,257,290,1. GED,,,
275739,Male,7,1984,12,Married,1,0,37000,4 to 6 hours a week,Less than 2 hours per week,6,,,,,,,2. High School,3. Probably not,1. Definitely,31
275751,Female,8,1981,,,,,,,,,,,310,291,293,280,0. None,,,
275947,Male,12,1984,12,Never-married,,,,None,More than 40 hours a week,4,,,306,269,273,,2. High School,,,0
275962,Male,5,1981,12,Married,,,45000,10 hours or more a week,Less than 2 hours per week,6,,,230,166,290,153,2. High School,3. Probably not,1. Definitely,48
276012,Male,2,1980,9,Never-married,0,1,10000,10 hours or more a week,Less than 2 hours per week,7,,,,,,,,,,41
276181,Female,2,1981,16,Never-married,,,,4 to 6 hours a week,3 to 10 hours a week,8,,,248,289,235,211,4. Bachelors,,,52
276279,Male,10,1981,,,,,,,,,,,252,227,201,202,4. Bachelors,1. Definitely,1. Definitely,
276515,Female,12,1983,,,,,,,,,,,,,,,3. Associates,,,
276537,Male,10,1982,12,Married,2,0,115000,1 to 3 hours a week,3 to 10 hours a week,5,,,334,322,310,286,2. High School,2. Probably ,1. Definitely,47
276630,Female,6,1984,13,Never-married,,,18000,1 to 3 hours a week,3 to 10 hours a week,8,,,239,246,270,140,2. High School,1. Definitely,1. Definitely,52
276700,Female,9,1980,14,Married,2,0,52000,10 hours or more a week,Less than 2 hours per week,7,,,,,,,3. Associates,,,52
276834,Female,10,1981,17,Divorced,1,0,52000,10 hours or more a week,3 to 10 hours a week,7,,,201,70,180,158,4. Bachelors,,,52
276856,Female,12,1980,10,Never-married,,,3000,1 to 3 hours a week,21 to 30 hours a week,6,,,265,370,320,400,0. None,4. Definitely not,1. Definitely,0
276948,Female,8,1980,18,Married,2,0,28000,4 to 6 hours a week,Less than 2 hours per week,5,350,460,340,320,320,310,4. Bachelors,4. Definitely not,1. Definitely,47
277013,Female,5,1983,16,Never-married,3,0,27000,1 to 3 hours a week,11 to 20 hours a week,5,,,336,320,280,300,3. Associates,,,52
277123,Female,12,1982,8,Married,4,0,,4 to 6 hours a week,3 to 10 hours a week,7,,,220,100,,,0. None,,,0
277230,Female,1,1983,12,Married,,,,10 hours or more a week,11 to 20 hours a week,8,,,262,238,248,193,2. High School,,,6
277272,Male,9,1981,,,,,,,,,,,,,,,1. GED,,,
277296,Female,1,1981,,,,,,,,,,,,,,,2. High School,,,
277424,Male,7,1984,10,Never-married,0,1,11400,None,3 to 10 hours a week,8,,,,,,,0. None,,,38
277441,Male,7,1980,,,,,,,,,,,,,,,1. GED,,,
277830,Male,2,1982,12,Married,1,0,58000,4 to 6 hours a week,11 to 20 hours a week,7,,,266,177,260,270,2. High School,,,50
277915,Female,10,1982,,,,,,,,,,,351,345,360,375,4. Bachelors,,,
277922,Male,6,1980,12,Married,1,1,,None,3 to 10 hours a week,7,,,331,360,280,370,2. High School,,,50
278007,Female,1,1981,10,Never-married,4,0,,7 to 9 hours a week,Less than 2 hours per week,8,,,296,300,280,300,1. GED,,,52
278334,Female,12,1982,17,Married,3,0,61000,10 hours or more a week,3 to 10 hours a week,8,500,340,304,312,265,240,5. Masters,,,50
278414,Female,7,1982,7,Married,2,0,,None,Less than 2 hours per week,8,,,,,,,0. None,,,9
278460,Female,5,1981,9,Married,1,0,,None,3 to 10 hours a week,6,,,,,,,1. GED,3. Probably not,2. Probably ,0
278802,Male,4,1982,17,Never-married,,,,7 to 9 hours a week,Less than 2 hours per week,8,500,430,336,360,344,347,4. Bachelors,,,52
278876,Male,6,1980,,,,,,,,,,,230,281,170,170,2. High School,,,
279048,Male,10,1980,20,Never-married,,,75000,10 hours or more a week,3 to 10 hours a week,8,560,710,390,375,397,380,6. PhD,,,33
279096,Female,4,1984,18,Married,2,0,42075,10 hours or more a week,Less than 2 hours per week,7,,,408,400,418,424,5. Masters,,,44
279142,Female,7,1984,,,,,,,,,,,,,,,2. High School,,,
279180,Female,2,1981,,,,,,,,,390,350,326,344,292,270,3. Associates,,,
279236,Male,11,1984,15,Married,2,0,50000,4 to 6 hours a week,3 to 10 hours a week,6,,,358,340,287,316,2. High School,,,52
279238,Female,2,1982,,,,,,,,,,,,,,,4. Bachelors,,,
279845,Male,11,1980,,,,,,,,,,,332,316,260,327,4. Bachelors,,,
279960,Male,5,1980,16,Married,2,0,52000,4 to 6 hours a week,3 to 10 hours a week,5,,,268,293,240,223,4. Bachelors,,,52
280000,Female,1,1980,12,Married,,,,7 to 9 hours a week,3 to 10 hours a week,5,,,325,378,325,265,2. High School,1. Definitely,1. Definitely,0
280130,Female,4,1980,12,Never-married,,,47000,10 hours or more a week,More than 40 hours a week,7,430,420,274,283,178,255,2. High School,,,48
280159,Female,11,1980,,,,,,,,,,,297,330,343,233,2. High School,,,
280190,Male,11,1980,,,,,,,,,,,,,,,2. High School,,,
280195,Female,2,1984,,,,,,,,,,,,,,,2. High School,,,
280225,Female,9,1984,11,Married,2,0,,None,More than 40 hours a week,8,,,275,300,200,,1. GED,,,0
280232,Male,1,1981,12,Never-married,,,,1 to 3 hours a week,3 to 10 hours a week,7,330,380,248,275,228,219,2. High School,,,46
280237,Male,12,1983,,,,,,,,,,,,,,,2. High School,,,
280254,Male,4,1980,14,Never-married,,,25000,10 hours or more a week,Less than 2 hours per week,8,560,440,201,288,100,290,2. High School,,,49
280461,Female,5,1984,18,Married,3,0,37000,4 to 6 hours a week,31 to 40 hours a week,4,,,368,356,373,335,4. Bachelors,2. Probably ,2. Probably ,47
280505,Male,1,1983,12,Never-married,0,2,12000,4 to 6 hours a week,21 to 30 hours a week,8,,,361,360,350,340,1. GED,3. Probably not,1. Definitely,52
280589,Female,2,1980,11,Married,4,2,15000,4 to 6 hours a week,Less than 2 hours per week,8,,,,,,,1. GED,1. Definitely,1. Definitely,52
280738,Male,1,1984,16,Married,1,0,235884,10 hours or more a week,3 to 10 hours a week,6,640,600,315,318,332,293,4. Bachelors,1. Definitely,3. Probably not,52
280785,Male,9,1982,,,,,,,,,,,,,,,1. GED,,,
280829,Male,10,1984,12,Never-married,,,15000,10 hours or more a week,Less than 2 hours per week,8,410,440,347,323,357,330,2. High School,,,52
280849,Male,6,1980,14,Never-married,3,0,91870,1 to 3 hours a week,Less than 2 hours per week,4,,,,,,,2. High School,,,52
280951,Female,2,1982,14,Divorced,2,0,,10 hours or more a week,3 to 10 hours a week,6,350,530,344,291,297,317,3. Associates,,,35
280964,Male,3,1984,16,Married,,,40000,10 hours or more a week,11 to 20 hours a week,7,,,,,,,4. Bachelors,,,52
281019,Male,12,1981,,,,,,,,,,,211,193,179,207,2. High School,,,
281062,Female,12,1984,9,Married,3,0,,4 to 6 hours a week,11 to 20 hours a week,8,,,,,,,0. None,1. Definitely,2. Probably ,0
281117,Female,8,1983,20,Married,,,28000,10 hours or more a week,3 to 10 hours a week,8,,,,,,,7. Professional,,,44
281142,Male,3,1980,17,Never-married,0,1,20000,10 hours or more a week,11 to 20 hours a week,6,,,263,244,197,333,4. Bachelors,,,52
281143,Female,1,1984,,,,,,,,,620,730,398,400,400,400,7. Professional,2. Probably ,1. Definitely,
281365,Female,11,1983,17,Married,3,0,50000,10 hours or more a week,Less than 2 hours per week,7,,,,,,,2. High School,,,52
281458,Male,6,1980,10,Married,3,1,20000,None,11 to 20 hours a week,6,,,297,280,300,280,1. GED,2. Probably ,2. Probably ,52
281493,Female,4,1983,14,Married,3,0,,10 hours or more a week,Less than 2 hours per week,5,,,268,297,181,233,2. High School,,,19
281957,Male,9,1984,,,,,,,,,,,,,,,2. High School,,,
282072,Female,7,1984,,,,,,,,,,,239,292,145,100,2. High School,,,
282100,Male,8,1982,,,,,,,,,,,,,,,0. None,2. Probably ,1. Definitely,
282159,Male,7,1984,13,Never-married,0,1,,None,3 to 10 hours a week,6,,,,,,,1. GED,,,14
282246,Female,3,1982,,,,,,,,,,,,,,,2. High School,,,
282359,Male,3,1981,7,Separated,,,5000,4 to 6 hours a week,Less than 2 hours per week,5,,,,,,,0. None,,,22
282435,Female,12,1982,12,Never-married,2,0,,4 to 6 hours a week,More than 40 hours a week,6,,,204,271,290,215,2. High School,,,0
282493,Male,12,1982,20,Never-married,,,30346,10 hours or more a week,21 to 30 hours a week,6,,,,,,,5. Masters,,,52
282563,Female,9,1980,12,Divorced,2,0,16287,10 hours or more a week,3 to 10 hours a week,4,,,265,204,295,235,1. GED,,,51
282698,Female,11,1980,20,Married,1,0,80000,10 hours or more a week,3 to 10 hours a week,6,520,460,255,266,238,287,6. PhD,3. Probably not,1. Definitely,52
282777,Female,4,1984,17,Never-married,,,40000,10 hours or more a week,Less than 2 hours per week,8,390,430,329,331,274,298,4. Bachelors,,,47
282914,Female,9,1982,12,Married,3,0,26000,None,11 to 20 hours a week,6,,,250,220,155,227,2. High School,,,46
282998,Female,8,1980,15,Divorced,2,1,,10 hours or more a week,3 to 10 hours a week,6,,,,,,,3. Associates,1. Definitely,1. Definitely,0
283311,Female,2,1983,14,Never-married,1,0,27000,10 hours or more a week,11 to 20 hours a week,8,,,264,253,225,258,3. Associates,,,49
283333,Male,10,1984,19,Married,1,0,80000,10 hours or more a week,Less than 2 hours per week,7,,,279,292,243,350,4. Bachelors,2. Probably ,1. Definitely,52
283347,Female,1,1983,,,,,,,,,360,370,293,308,310,300,2. High School,,,
283376,Male,12,1982,16,Married,1,0,50000,10 hours or more a week,11 to 20 hours a week,7,,,293,304,186,296,4. Bachelors,2. Probably ,1. Definitely,52
283545,Male,10,1984,9,Never-married,6,0,5000,4 to 6 hours a week,21 to 30 hours a week,6,,,,,,,0. None,2. Probably ,1. Definitely,0
283556,Female,7,1984,12,Divorced,1,0,30490,10 hours or more a week,Less than 2 hours per week,7,,,157,240,162,220,2. High School,4. Definitely not,2. Probably ,43
283638,Male,3,1980,12,Married,2,0,20000,10 hours or more a week,11 to 20 hours a week,6,,,,,,,1. GED,,,52
283816,Male,7,1980,17,Married,2,0,80000,10 hours or more a week,11 to 20 hours a week,7,,,325,293,295,294,4. Bachelors,2. Probably ,2. Probably ,47
284078,Male,12,1980,14,Never-married,1,0,,10 hours or more a week,11 to 20 hours a week,8,,,200,131,265,170,2. High School,,,4
284731,Male,9,1983,12,Never-married,,,32000,10 hours or more a week,3 to 10 hours a week,6,,,209,196,180,136,2. High School,,,49
284887,Male,10,1982,13,Separated,0,1,,None,Less than 2 hours per week,5,,,294,256,240,237,2. High School,,,5
284987,Male,11,1982,10,Separated,1,2,51000,Less than 1 hour a week,21 to 30 hours a week,5,,,,,,,0. None,,,34
285015,Female,9,1982,14,Never-married,2,0,11500,10 hours or more a week,11 to 20 hours a week,5,,,,,,,2. High School,,,0
285131,Female,1,1983,,,,,,,,,,,164,150,167,100,2. High School,,,
285179,Male,2,1984,10,Separated,0,2,27000,1 to 3 hours a week,11 to 20 hours a week,6,,,162,233,160,50,1. GED,,,35
285222,Female,2,1981,12,Married,2,0,30000,10 hours or more a week,3 to 10 hours a week,8,,,244,250,100,160,2. High School,2. Probably ,2. Probably ,41
285307,Male,10,1984,17,Married,,,75000,10 hours or more a week,11 to 20 hours a week,8,600,580,310,315,336,288,4. Bachelors,2. Probably ,2. Probably ,47
285386,Male,11,1981,14,Married,2,0,40000,4 to 6 hours a week,3 to 10 hours a week,6,,,295,298,305,285,3. Associates,3. Probably not,1. Definitely,52
285424,Female,8,1980,,,,,,,,,570,530,316,330,250,307,2. High School,,,
285560,Male,8,1983,10,Never-married,1,2,,4 to 6 hours a week,3 to 10 hours a week,8,,,208,145,287,160,2. High School,,,0
285568,Male,9,1980,17,Married,,,48000,10 hours or more a week,11 to 20 hours a week,6,,,252,190,177,170,4. Bachelors,,,50
285578,Female,6,1982,10,Never-married,3,0,,Less than 1 hour a week,3 to 10 hours a week,6,,,321,295,290,312,1. GED,,,52
285699,Male,6,1980,16,Married,2,0,,10 hours or more a week,Less than 2 hours per week,7,420,490,312,356,292,292,4. Bachelors,,,52
285708,Female,9,1983,10,Married,3,0,27000,10 hours or more a week,3 to 10 hours a week,7,,,159,280,100,,1. GED,,,52
285787,Male,11,1982,,,,,,,,,,,245,278,190,100,2. High School,,,
285972,Male,12,1980,16,Married,0,2,140000,10 hours or more a week,11 to 20 hours a week,5,,,,,,,4. Bachelors,,,51
286101,Male,12,1982,8,Never-married,,,35000,1 to 3 hours a week,3 to 10 hours a week,8,,,,,,,0. None,,,52
286245,Male,10,1981,,,,,,,,,,,,,,,0. None,,,
286284,Female,3,1983,14,Never-married,2,0,25000,10 hours or more a week,3 to 10 hours a week,8,,,226,240,288,190,3. Associates,,,42
286507,Male,8,1984,16,Married,3,0,105000,10 hours or more a week,Less than 2 hours per week,6,,,219,,177,225,4. Bachelors,,,49
286656,Male,4,1982,11,Never-married,2,1,,4 to 6 hours a week,3 to 10 hours a week,8,,,199,145,250,190,1. GED,3. Probably not,1. Definitely,4
286753,Female,12,1982,8,Never-married,3,0,,10 hours or more a week,More than 40 hours a week,4,,,,,,,0. None,1. Definitely,1. Definitely,35
286805,Male,3,1980,,,,,,,,,,,,,,,1. GED,,,
286842,Male,2,1982,15,Married,1,0,235884,10 hours or more a week,3 to 10 hours a week,7,,,336,336,320,375,2. High School,,,52
286848,Male,2,1983,12,Married,2,0,23000,10 hours or more a week,3 to 10 hours a week,7,,,259,266,145,285,2. High School,,,0
286923,Male,9,1982,14,Married,2,0,54000,10 hours or more a week,3 to 10 hours a week,6,,,,,,,2. High School,,,51
287089,Female,8,1984,10,Never-married,3,0,,10 hours or more a week,11 to 20 hours a week,0,,,,,,,1. GED,,,52
287110,Female,6,1983,12,Divorced,1,0,10000,4 to 6 hours a week,3 to 10 hours a week,5,,,,,,,2. High School,,,52
287206,Male,12,1980,14,Never-married,,,38000,10 hours or more a week,31 to 40 hours a week,7,450,330,157,170,120,115,2. High School,,,42
287276,Female,1,1980,16,Never-married,2,0,57000,10 hours or more a week,21 to 30 hours a week,5,,,265,303,193,300,3. Associates,1. Definitely,1. Definitely,19
287305,Female,6,1981,19,Never-married,,,75000,10 hours or more a week,3 to 10 hours a week,8,600,550,273,306,175,306,5. Masters,,,44
287356,Male,11,1982,18,Never-married,0,1,,1 to 3 hours a week,Less than 2 hours per week,6,,,342,378,313,300,4. Bachelors,,,52
287411,Female,12,1980,18,Married,3,0,35000,10 hours or more a week,3 to 10 hours a week,6,,,335,325,325,283,3. Associates,,,46
287570,Female,9,1982,17,Married,2,0,1900,1 to 3 hours a week,3 to 10 hours a week,8,540,510,307,321,252,275,4. Bachelors,,,44
288057,Female,10,1983,15,Divorced,4,0,31000,10 hours or more a week,3 to 10 hours a week,7,,,249,212,206,190,3. Associates,,,52
288117,Male,4,1984,,,,,,,,,,,130,,100,100,0. None,,,
288253,Female,12,1981,,,,,,,,,,,389,389,367,400,4. Bachelors,3. Probably not,2. Probably ,
288516,Male,4,1982,19,Married,3,0,90000,10 hours or more a week,Less than 2 hours per week,7,470,520,348,348,309,325,7. Professional,4. Definitely not,1. Definitely,43
288527,Male,8,1983,16,Married,2,0,39000,1 to 3 hours a week,Less than 2 hours per week,7,,,270,221,250,227,4. Bachelors,,,49
288665,Female,1,1983,10,Married,3,0,,None,3 to 10 hours a week,8,,,244,267,285,160,0. None,2. Probably ,2. Probably ,0
288924,Female,8,1981,15,Never-married,1,0,,None,Less than 2 hours per week,7,,,220,247,180,198,2. High School,,,0
289125,Female,12,1981,15,Married,,,32000,10 hours or more a week,3 to 10 hours a week,7,,,262,348,320,350,3. Associates,2. Probably ,2. Probably ,52
289155,Female,6,1980,12,Married,4,0,32000,7 to 9 hours a week,3 to 10 hours a week,6,,,309,300,290,345,2. High School,,,52
289550,Male,12,1982,11,Never-married,0,2,,4 to 6 hours a week,3 to 10 hours a week,7,,,312,280,280,280,1. GED,,,52
289553,Female,10,1981,12,Married,2,0,,4 to 6 hours a week,3 to 10 hours a week,6,,,,,,,2. High School,,,0
289750,Male,5,1984,,,,,,,,,,,158,108,170,225,2. High School,,,
289959,Male,4,1984,16,Married,,,42000,10 hours or more a week,3 to 10 hours a week,7,,,,,,,4. Bachelors,3. Probably not,3. Probably not,44
290009,Female,11,1983,,,,,,,,,,,215,165,100,100,1. GED,2. Probably ,3. Probably not,
290193,Male,5,1983,8,Never-married,1,0,,4 to 6 hours a week,3 to 10 hours a week,8,,,,,,,2. High School,2. Probably ,2. Probably ,0
290234,Male,2,1981,16,Never-married,,,21000,10 hours or more a week,11 to 20 hours a week,9,630,680,379,385,375,375,4. Bachelors,3. Probably not,3. Probably not,50
290299,Male,10,1980,,,,,,,,,,,283,220,185,190,2. High School,,,
290658,Female,1,1983,14,Never-married,,,,10 hours or more a week,21 to 30 hours a week,8,,,312,320,310,293,2. High School,,,0
290667,Female,1,1982,17,Married,1,0,50000,7 to 9 hours a week,Less than 2 hours per week,7,,,339,315,311,348,4. Bachelors,2. Probably ,2. Probably ,52
290697,Male,1,1984,8,Married,6,0,25000,10 hours or more a week,Less than 2 hours per week,8,,,,,,,0. None,,,52
290723,Female,10,1984,19,Divorced,,,,10 hours or more a week,Less than 2 hours per week,8,710,600,370,355,317,347,5. Masters,2. Probably ,3. Probably not,52
290795,Male,7,1981,13,Married,3,2,40000,4 to 6 hours a week,3 to 10 hours a week,7,,,212,85,130,283,1. GED,,,52
290800,Male,6,1982,11,Never-married,0,2,,Less than 1 hour a week,11 to 20 hours a week,5,,,228,145,303,236,1. GED,,,32
290830,Female,8,1984,12,Never-married,,,21000,1 to 3 hours a week,11 to 20 hours a week,8,,,260,290,200,238,2. High School,,,52
290852,Female,6,1983,15,Divorced,0,2,27000,10 hours or more a week,Less than 2 hours per week,5,,,,,,,2. High School,,,0
290959,Female,2,1981,,,,,,,,,,,,,,,0. None,,,
290982,Male,2,1980,15,Married,2,0,84334,10 hours or more a week,Less than 2 hours per week,6,,,367,330,338,400,2. High School,,,45
291029,Female,6,1982,,,,,,,,,41,51,375,389,363,300,2. High School,,,
291131,Male,3,1982,12,Married,2,2,34000,1 to 3 hours a week,3 to 10 hours a week,6,,,238,218,200,235,2. High School,,,52
291217,Male,2,1981,13,Never-married,,,,1 to 3 hours a week,11 to 20 hours a week,8,,,269,288,136,272,2. High School,2. Probably ,2. Probably ,36
291247,Female,10,1981,16,Married,,,50000,4 to 6 hours a week,3 to 10 hours a week,8,,,330,348,303,323,4. Bachelors,,,45
291323,Female,12,1982,14,Married,4,0,1500,Less than 1 hour a week,3 to 10 hours a week,8,,,,,,,2. High School,,,52
291690,Male,5,1983,13,Never-married,,,33600,10 hours or more a week,11 to 20 hours a week,8,,,278,271,235,190,2. High School,,,52
291763,Female,10,1983,17,Married,2,0,48000,10 hours or more a week,3 to 10 hours a week,6,,,,,,,4. Bachelors,,,52
291786,Male,8,1981,20,Married,3,0,,10 hours or more a week,11 to 20 hours a week,4,,,214,267,337,400,5. Masters,,,46
291997,Male,12,1981,13,Divorced,0,2,,7 to 9 hours a week,11 to 20 hours a week,7,,,,,,,2. High School,,,0
292034,Male,10,1980,,,,,,,,,,,,,,,2. High School,,,
292048,Female,11,1983,12,Married,4,0,25000,4 to 6 hours a week,3 to 10 hours a week,6,,,267,326,260,268,2. High School,,,49
292076,Male,4,1983,10,Never-married,2,0,45000,1 to 3 hours a week,Less than 2 hours per week,3,,,228,233,100,280,1. GED,,,49
292086,Male,9,1984,12,Married,1,1,35000,4 to 6 hours a week,3 to 10 hours a week,6,,,,,,,2. High School,,,52
292278,Female,8,1980,,,,,,,,,,,150,100,,,0. None,,,
292455,Male,1,1982,10,Married,0,2,15000,7 to 9 hours a week,3 to 10 hours a week,8,,,197,294,,,0. None,1. Definitely,1. Definitely,52
292756,Male,10,1980,16,Never-married,,,115000,10 hours or more a week,3 to 10 hours a week,4,,,358,333,293,368,4. Bachelors,,,48
292779,Female,12,1982,16,Married,1,0,,4 to 6 hours a week,3 to 10 hours a week,7,630,510,349,400,256,254,4. Bachelors,,,0
292831,Male,5,1983,17,Never-married,,,,10 hours or more a week,21 to 30 hours a week,7,,,273,190,100,280,4. Bachelors,,,51
292848,Female,7,1982,,,,,,,,,450,370,312,295,200,293,4. Bachelors,4. Definitely not,1. Definitely,
292938,Male,1,1980,13,Married,3,0,22000,10 hours or more a week,3 to 10 hours a week,7,,,265,300,280,313,1. GED,,,52
